run,seed,generation,reward_forward,reward_completion,reward_time_penalty,ppo_entropy,success_rate,vanilla_ppo_clears,vanilla_ppo_in_progress,avg_fitness,best_fitness,episodes,mag_total,share_forward,share_completion,share_time_penalty,net_logged_reward,peak_iter
v27,seed0,29,1584.5166666666667,8.333333333333334,-2.8601666666666388,1.2225488424301147,0.05058365758754864,13,60,1083.2953415807583,4154.22314453125,257,1595.7101666666665,0.9929852549455254,0.005222335175529475,0.001792409878945209,1589.9898333333333,60
v27,seed0,30,1387.7666666666667,8.333333333333334,-2.4649999999999777,1.2059698104858398,0.04059040590405904,11,60,1105.7128298713712,4072.2109375,271,1398.5649999999998,0.9922789907274004,0.005958488402994022,0.0017625208696056157,1393.635,60
v27,seed0,31,1444.0,10.0,-2.766833333333303,1.140861988067627,0.054901960784313725,14,60,1112.8482207055185,3957.75048828125,255,1456.7668333333334,0.9912361861615694,0.006864516524664608,0.0018992973137659317,1451.2331666666666,60
v27,seed0,32,1107.3166666666666,0.8333333333333334,-1.7284999999999893,1.1628953218460083,0.022813688212927757,6,60,1235.5511024968253,3925.2509765625,263,1109.8784999999998,0.9976917893865561,0.0007508329365181265,0.0015573776769258884,1106.4215,60
v27,seed0,33,1352.35,7.5,-2.4261666666666435,1.1448620557785034,0.07346938775510205,18,60,1223.819729551977,4244.783203125,245,1362.2761666666665,0.992713543032207,0.005505491605532261,0.001780965362260719,1357.4238333333333,60
v27,seed0,34,1481.7,7.5,-2.476166666666646,1.1259524822235107,0.05555555555555555,13,60,1288.5206522493281,4141.54345703125,234,1491.6761666666666,0.9933121096323745,0.005027900939625301,0.001659989428000277,1486.7238333333335,60
v27,seed0,35,1416.6333333333334,8.333333333333334,-2.392166666666646,1.0525726079940796,0.07017543859649122,16,60,1351.8016817193281,4085.961669921875,228,1427.3588333333335,0.9924857717978649,0.0058382889703161535,0.0016759392318189403,1422.5745,60
v27,seed0,36,1710.55,10.833333333333334,-3.0059999999999705,1.0580928325653076,0.08056872037914692,17,60,1368.4106370103302,4243.76708984375,211,1724.389333333333,0.9919743569124375,0.006282417273129348,0.0017432258144332278,1718.3773333333334,60
v27,seed0,37,1572.7833333333333,7.5,-2.7011666666666403,1.0477728843688965,0.0660377358490566,14,60,1407.2516069232292,4243.7900390625,212,1582.9845,0.9935557381220936,0.0047378859363436596,0.0017063759415626876,1577.5821666666666,60
v27,seed0,38,1358.8333333333333,10.0,-2.3741666666666443,0.9815990924835205,0.09767441860465116,21,60,1407.9009405091751,4156.8134765625,215,1371.2075,0.9909757154430189,0.007292842257645178,0.0017314422993359097,1366.4591666666665,60
v27,seed0,39,1594.9833333333333,7.5,-2.6938333333333073,1.0144853591918945,0.08866995073891626,18,60,1460.7089291276602,4297.5615234375,203,1605.1771666666666,0.9936494029786743,0.004672381439099713,0.0016782155822259541,1599.7895,60
v27,seed0,40,1524.7833333333333,8.333333333333334,-2.495666666666642,0.955450177192688,0.13793103448275862,24,60,1677.4998779296875,4144.822265625,174,1535.6123333333333,0.9929480899801751,0.005426716855838399,0.0016251931639864675,1530.6209999999999,60
v27,seed0,41,1748.4166666666667,15.0,-3.2266666666666284,0.9935159683227539,0.20481927710843373,34,60,1592.643938455237,4296.5029296875,166,1766.6433333333334,0.9896828826041099,0.0084906781787684,0.0018264392171217139,1760.19,60
v27,seed0,42,2079.6666666666665,20.0,-3.801166666666622,0.9002273678779602,0.18994413407821228,34,60,1379.549716970774,4293.31201171875,179,2103.467833333333,0.9886847964634908,0.009508108316686881,0.001807095219822293,2095.8655,60
